statement,year,region,text,spd,cdu/csu,die linke,grüne,fdp,freie wähler bayern,ssw,wasg,npd,rep,familie,die tierschutzpartei,pbc,mlpd,büso,bp,psg,zentrum,adm,die violetten,dkp,dvu,fwd,ödp,piraten,rentner,rrp,die frauen,volksabstimmung,cm,50plus,auf,die grauen,ede,fbi,volksentscheide,fw freie wähler,newropeans,die partei,bgd,ddp,freie union,pro nrw,big,fbi freie wähler,rsb,tierschutzpartei,appd,b,pro deutschland,die freiheit,deutsche konservative,unabhängige,biw,bbl,dialog grundeinkommen,b+b,bip,freie wähler bremen,für bremerhaven,pdb,bü-mi,freie wähler,fbi/freie wähler,partei der vernunft,direkte demokratie,mud,frauenliste,die franken,bündnis 21/rrp,afd,partei der nichtwähler,die freiheit niedersachsen,bvb / freie wähler,dsu,kpd,hhbl,liberale,alfa,tierschutzallianz,bündnis c,die rechte,menschliche welt,graue panther,gesundheitsforschung,iii. weg,die einheit,fbm,pdv,sgp,allianz deutscher demokraten,b*,bge,dib,dm,du.,die humanisten,v-partei³,fbi/fwg,tierschutzliste,ad-demokraten nrw,aufbruch c,dbd,jed,schöner leben,reformer,lkr,z.sh,mut,ad-demokraten,wir,tierschutz hier!,die direkte!,diem25,liebe,nl,ökolinx,partei für die tiere,volt,adpm,blaue #teampetry,blaue #teampetry thüringen,ödp / familie ..,volt hamburg,tierschutz hier! hamburg,diebasis,eine für alle - partei,klimalistebw,w2020,bildet berlin!,die neuen demokraten,bündnis21,klimaliste berlin,mieterpartei,team todenhöfer,bürgerbewegung,pdf,lfk,freier horizont,fpa,klimaliste rlp e. v.,klimaliste st,wir2020
22,2018,hessen,"Das Land Hessen soll sich dafür einsetzen, dass BAföG generell unabhängig vom Einkommen der Eltern gezahlt wird.",1,1,0.0,0,0,,,,0.0,,,,,,1.0,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2018,hessen,Bei kommerziellen Großveranstaltungen sollen sich die Veranstalter an den Kosten für den Polizeieinsatz beteiligen.,1,1,1.0,2,1,,,,1.0,,,,,,0.0,,,,,0.0,,,,0.0,2.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2018,hessen,Jugendliche sollen bei Landtagswahlen ab 16 Jahren wählen dürfen.,0,1,0.0,0,1,,,,1.0,,,,,,1.0,,,,,2.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,0.0,1.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2018,hessen,Alle Asylbewerberinnen und -bewerber sollen bis zur Entscheidung über ihren Antrag in zentralen Einrichtungen untergebracht werden.,0,0,1.0,1,0,,,,0.0,,,,,,1.0,,,,,0.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,1.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2018,hessen,Das Land Hessen soll für seine Bürgerinnen und Bürger ein landesweites kostenloses Ticket für den öffentlichen Personennahverkehr finanzieren.,1,1,0.0,1,1,,,,1.0,,,,,,2.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2018,hessen,Das hessische Landesamt für Verfassungsschutz soll aufgelöst werden.,1,1,0.0,1,1,,,,0.0,,,,,,1.0,,,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,2.0,2.0,,,,,,,,0.0,,,,1.0,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2018,hessen,Der konfessionelle Religionsunterricht soll abgeschafft werden.,1,1,1.0,1,1,,,,1.0,,,,,,1.0,,,,,2.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,1.0,,0.0,1.0,2.0,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2018,hessen,"Hartz-IV-Empfängerinnen und -Empfängern sollen in Hessen weiterhin die Leistungen gekürzt werden, wenn sie Jobangebote ablehnen.",2,0,1.0,1,0,,,,0.0,,,,,,1.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,hessen,Gefährderinnen und Gefährder sollen länger als sechs Tage vorsorglich in Gewahrsam genommen werden können.,1,0,1.0,0,2,,,,0.0,,,,,,1.0,,,,,0.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2018,hessen,In Hessen sollen Lehrerinnen und Lehrer aller Schulformen das gleiche Einstiegsgehalt erhalten.,0,1,0.0,0,0,,,,0.0,,,,,,0.0,,,,,2.0,,,,2.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2018,hessen,Das Land Hessen soll seine Anteile am Flughafen Kassel-Calden verkaufen.,1,1,1.0,0,1,,,,1.0,,,,,,1.0,,,,,0.0,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,0.0,,2.0,2.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2018,hessen,In Hessen sollen weiterhin kostenlose Sprachkurse für Flüchtlinge angeboten werden.,0,0,0.0,0,0,,,,1.0,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2018,hessen,Projekte gegen Linksextremismus sollen weiterhin gefördert werden.,0,0,1.0,0,0,,,,1.0,,,,,,2.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,2.0,1.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2018,hessen,Private Wohnungen sollen als Ferienwohnungen vermietet werden dürfen.,1,0,1.0,0,0,,,,1.0,,,,,,2.0,,,,,0.0,,,,0.0,2.0,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,2.0,,,,0.0,1.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2018,hessen,Eltern sollen sich weiterhin an den Kosten für die Betreuung ihrer Kinder unter drei Jahren beteiligen.,1,0,1.0,0,0,,,,1.0,,,,,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,0.0,,2.0,0.0,2.0,,,,,,,,1.0,,,,0.0,1.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2018,hessen,In Hessen sollen Modellversuche zur Einführung eines bedingungslosen Grundeinkommens durchgeführt werden.,1,1,1.0,2,1,,,,1.0,,,,,,1.0,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,0.0,0.0,2.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2019,brandenburg,Das Wahlalter bei Landtagswahlen in Brandenburg soll auf 14 Jahre gesenkt werden.,1,1,0.0,2,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2019,brandenburg,Wälder im Besitz des Landes sollen weiterhin an private Investoren verkauft werden dürfen.,1,1,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019,brandenburg,Brandenburg soll die Übernachtungsteuer für den Tourismus abschaffen.,1,1,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019,brandenburg,An der Grenze zu Polen sollen ständige Personenkontrollen durchgeführt werden.,1,1,1.0,1,1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2019,brandenburg,Brandenburg soll vor dem Jahr 2038 aus der Kohleverstromung aussteigen.,2,1,0.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019,brandenburg,Schülerinnen und Schüler in Brandenburg sollen schon ab der ersten Klasse Schulnoten erhalten.,1,0,1.0,1,2,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019,brandenburg,"Das Land Brandenburg soll sich dazu bereit erklären, aus Seenot gerettete Flüchtlinge aufzunehmen.",0,1,0.0,0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019,brandenburg,Das Land Brandenburg soll vorrangig ökologische Landwirtschaft fördern.,1,0,2.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019,brandenburg,Die Fünf-Prozent-Hürde bei Landtagswahlen in Brandenburg soll beibehalten werden.,0,0,1.0,2,0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2019,brandenburg,Der Verwaltungskostenbeitrag für Studierende an Hochschulen in Brandenburg soll abgeschafft werden.,1,1,0.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2019,brandenburg,"Das Tanzverbot an stillen Tagen (z.B. Karfreitag, Volkstrauertag) soll abgeschafft werden.",1,1,0.0,0,0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2019,brandenburg,Haushaltsüberschüsse des Landes sollen vorrangig für den Schuldenabbau verwendet werden.,2,0,1.0,2,0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2019,brandenburg,In Brandenburg soll das Jagen von Tieren verboten werden.,1,1,1.0,1,1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2019,brandenburg,Es soll mehr verkaufsoffene Sonntage im Land Brandenburg geben.,1,2,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2019,brandenburg,Das Land Brandenburg soll ausreisepflichtige Ausländerinnen und Ausländer konsequent abschieben.,0,0,1.0,1,0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2019,brandenburg,Die Förderung von Gas aus Gesteinsschichten (Fracking) soll in Brandenburg ausnahmslos verboten werden.,0,2,0.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2019,brandenburg,Das Land soll Schulen in freier Trägerschaft stärker finanziell fördern.,1,0,1.0,0,0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2019,brandenburg,Es soll keine sachgrundlosen Befristungen von Arbeitsverträgen im öffentlichen Dienst geben.,0,0,0.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2019,brandenburg,Die Polizei in Brandenburg soll weiterhin Personenkontrollen verdachtsunabhängig durchführen dürfen.,0,0,1.0,1,1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2019,brandenburg,"Nur Landwirte und Landwirtinnen, die klimaschonende Landwirtschaft betreiben, sollen bei wetterbedingten Ernteausfällen vom Land Brandenburg finanziell unterstützt werden.",1,1,1.0,0,2,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2019,brandenburg,Mehr geflüchtete Lehrerinnen und Lehrer sollen an brandenburgischen Schulen unterrichten dürfen.,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2019,brandenburg,Das Land Brandenburg soll sich weiter finanziell am Bau des Flughafens BER beteiligen.,1,0,1.0,1,1,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2019,brandenburg,Das Land Brandenburg soll Modellprojekte zum bedingungslosen Grundeinkommen durchführen.,1,1,2.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2019,brandenburg,In Brandenburg sollen Asylbewerberinnen und Asylbewerber in Sammelunterkünften untergebracht werden.,1,0,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2019,brandenburg,Brandenburg soll ein 365-Euro-Ticket für den gesamten Verkehrsverbund Berlin-Brandenburg einführen.,0,0,0.0,0,1,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2019,brandenburg,Der Verfassungsschutz in Brandenburg soll aufgelöst werden.,1,1,0.0,2,1,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2019,brandenburg,"An brandenburgischen Schulen soll ausschließlich das traditionelle Familienbild (Vater, Mutter, Kind) vermittelt werden.",1,1,1.0,1,1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2019,brandenburg,"Die intensive Tierhaltung (""Massentierhaltung"") soll im Land Brandenburg grundsätzlich verboten werden.",1,0,2.0,0,1,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2019,brandenburg,Die Brandenburger Polizei soll weiterhin Bodycams (Körperkameras) einsetzen dürfen.,0,0,0.0,2,0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2019,brandenburg,Es sollen weiterhin Informationsveranstaltungen der Bundeswehr an brandenburgischen Schulen stattfinden dürfen.,0,0,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2019,brandenburg,Beim Ausbau der Verkehrsinfrastruktur soll die Schiene Vorrang vor der Straße haben.,0,1,0.0,0,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2019,brandenburg,Auch der Besitz geringer Mengen Cannabis soll in Brandenburg strafrechtlich verfolgt werden.,0,0,1.0,1,1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2019,brandenburg,"Das Schulsystem aus Oberschulen, Gesamtschulen und Gymnasien soll langfristig erhalten bleiben.",0,0,1.0,2,0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2019,brandenburg,Das Land Brandenburg soll gezielt ausländische Fachkräfte anwerben.,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2019,brandenburg,Die Grunderwerbsteuer in Brandenburg soll gesenkt werden.,1,0,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2019,brandenburg,Bei der Besetzung von Wahllisten für den brandenburgischen Landtag sollen abwechselnd Frauen und Männer vertreten sein.,0,1,0.0,0,1,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2019,brandenburg,Wölfe sollen in Brandenburg gejagt werden dürfen.,2,0,1.0,1,0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2019,brandenburg,Auf jeder Allee in Brandenburg soll ein Tempolimit von 70 km/h gelten.,1,1,2.0,1,1,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2019,bremen,Die Bremer Außenweser soll für große Schiffe weiter vertieft werden.,0,0,1.0,1,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2019,bremen,Schülerinnen und Schüler im Land Bremen sollen ab der dritten Klasse Noten erhalten.,1,0,1.0,1,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
